Position,Time
N28.450451842105263E77.59991184210526,2024-01-28 07:32:44
N28.450178157894737E77.59963815789474,2024-01-28 07:32:45
N28.449887142857143E77.59935142857144,2024-01-28 07:32:46
N28.449596470588236E77.5990611764706,2024-01-28 07:32:47
N28.449323529411764E77.59878823529412,2024-01-28 07:32:48
N28.44905058823529E77.59852882352942,2024-01-28 07:32:49
N28.44874857142857E77.59823285714286,2024-01-28 07:32:50
N28.4484725E77.59796375,2024-01-28 07:32:51
N28.448039268292682E77.59755658536585,2024-01-28 07:32:52
N28.44768073170732E77.59721341463414,2024-01-28 07:32:53
N28.447389444444447E77.59693722222222,2024-01-28 07:32:54
N28.447096666666667E77.59666333333332,2024-01-28 07:32:55
N28.446822E77.596406,2024-01-28 07:32:56
N28.446541111111113E77.59614666666667,2024-01-28 07:32:57
N28.4462425E77.595872,2024-01-28 07:32:58
N28.445946666666668E77.59559999999999,2024-01-28 07:32:59
N28.44566379310345E77.5953224137931,2024-01-28 07:33:00
N28.445382413793105E77.59503517241379,2024-01-28 07:33:01
N28.445114615384618E77.59476629370629,2024-01-28 07:33:02
N28.444826923076924E77.59448216783217,2024-01-28 07:33:03
N28.444539230769234E77.59419804195804,2024-01-28 07:33:04
N28.444268461538464E77.59393062937063,2024-01-28 07:33:05
N28.44398076923077E77.5936465034965,2024-01-28 07:33:06
N28.44371E77.5933790909091,2024-01-28 07:33:07
N28.44342230769231E77.59309496503496,2024-01-28 07:33:08
N28.443134615384615E77.59281083916085,2024-01-28 07:33:09
N28.44286384615385E77.59254342657343,2024-01-28 07:33:10
N28.442588181818184E77.59228345454547,2024-01-28 07:33:11
N28.442294545454548E77.59200836363637,2024-01-28 07:33:12
N28.44200090909091E77.59173327272728,2024-01-28 07:33:13
N28.441705142857142E77.59144742857143,2024-01-28 07:33:14
N28.441426285714286E77.59118685714286,2024-01-28 07:33:15
N28.44114742857143E77.59092628571427,2024-01-28 07:33:16
N28.44085475E77.5906415,2024-01-28 07:33:17
N28.44057875E77.5903775,2024-01-28 07:33:18
N28.440285316455697E77.59009708860759,2024-01-28 07:33:19
N28.440007848101267E77.58983379746836,2024-01-28 07:33:20
N28.439730379746834E77.58957050632911,2024-01-28 07:33:21
N28.43943556962025E77.58929075949368,2024-01-28 07:33:22
N28.439140759493668E77.58901101265823,2024-01-28 07:33:23
N28.438864166666665E77.58874833333334,2024-01-28 07:33:24
N28.438572333333333E77.58847066666667,2024-01-28 07:33:25
N28.438297666666664E77.58820933333334,2024-01-28 07:33:26
N28.43800583333333E77.58793166666666,2024-01-28 07:33:27
N28.437702666666667E77.58765466666667,2024-01-28 07:33:28
N28.437424E77.587408,2024-01-28 07:33:29
N28.437124827586207E77.58711896551723,2024-01-28 07:33:30
N28.436825862068964E77.58685517241379,2024-01-28 07:33:31
N28.436528421052632E77.5865894736842,2024-01-28 07:33:32
N28.436236129032256E77.58631451612904,2024-01-28 07:33:33
N28.435967741935485E77.58604096774194,2024-01-28 07:33:34
N28.435696119402987E77.58577328358209,2024-01-28 07:33:35
N28.43540179104478E77.58549925373134,2024-01-28 07:33:36
N28.435107462686567E77.5852252238806,2024-01-28 07:33:37
N28.434830447761197E77.58496731343284,2024-01-28 07:33:38
N28.434548620689657E77.58471586206896,2024-01-28 07:33:39
N28.434237931034485E77.58446379310344,2024-01-28 07:33:40
N28.433963793103448E77.58424137931034,2024-01-28 07:33:41
N28.433707931034483E77.58403379310344,2024-01-28 07:33:42
N28.43341105263158E77.58380631578947,2024-01-28 07:33:43
N28.43308894736842E77.58357368421052,2024-01-28 07:33:44
N28.432785789473684E77.5833547368421,2024-01-28 07:33:45
N28.432456153846154E77.58315384615385,2024-01-28 07:33:46
N28.432122857142858E77.58296428571428,2024-01-28 07:33:47
N28.43178E77.5827555,2024-01-28 07:33:48
N28.43144E77.58256,2024-01-28 07:33:49
N28.43111E77.58237916666667,2024-01-28 07:33:50
N28.430770000000003E77.5821928,2024-01-28 07:33:51
N28.430429999999998E77.58200240000001,2024-01-28 07:33:52
N28.4300953125E77.58184625,2024-01-28 07:33:53
N28.429739375E77.5816975,2024-01-28 07:33:54
N28.429383E77.58155049999999,2024-01-28 07:33:55
N28.429023684210527E77.58140421052632,2024-01-28 07:33:56
N28.4286788E77.5812624,2024-01-28 07:33:57
N28.428318400000002E77.5811332,2024-01-28 07:33:58
N28.42795125E77.581005,2024-01-28 07:33:59
N28.427599423076924E77.580895,2024-01-28 07:34:00
N28.427245576923077E77.580815,2024-01-28 07:34:01
N28.426869615384614E77.58073,2024-01-28 07:34:02
N28.426516363636363E77.5806503030303,2024-01-28 07:34:03
N28.426145454545455E77.58056787878787,2024-01-28 07:34:04
N28.425772173913042E77.58048826086957,2024-01-28 07:34:05
N28.425387826086958E77.58042173913043,2024-01-28 07:34:06
N28.424951967213115E77.58032590163936,2024-01-28 07:34:07
N28.42458131147541E77.58023393442623,2024-01-28 07:34:08
N28.424210655737703E77.58014196721312,2024-01-28 07:34:09
N28.423861803278687E77.58005540983606,2024-01-28 07:34:10
N28.423504117647056E77.57997176470587,2024-01-28 07:34:11
N28.423129375000002E77.579878125,2024-01-28 07:34:12
N28.42277957142857E77.57978242857142,2024-01-28 07:34:13
N28.422408E77.579678,2024-01-28 07:34:14
N28.422036428571428E77.57957357142857,2024-01-28 07:34:15
N28.421686714285713E77.57947528571428,2024-01-28 07:34:16
N28.421323846153847E77.57935846153846,2024-01-28 07:34:17
N28.420966521739132E77.5792143478261,2024-01-28 07:34:18
N28.420611739130436E77.57906282608695,2024-01-28 07:34:19
N28.420277826086956E77.5789202173913,2024-01-28 07:34:20
N28.419922558139532E77.57876186046512,2024-01-28 07:34:21
N28.419587674418604E77.57860558139535,2024-01-28 07:34:22
N28.419231860465118E77.57843953488371,2024-01-28 07:34:23
N28.418902222222222E77.57827611111111,2024-01-28 07:34:24
N28.418552777777776E77.57810138888888,2024-01-28 07:34:25
N28.41822388888889E77.57793694444445,2024-01-28 07:34:26
N28.417874444444443E77.57776222222222,2024-01-28 07:34:27
N28.417518979591836E77.57759734693877,2024-01-28 07:34:28
N28.4171793877551E77.57745040816327,2024-01-28 07:34:29
N28.41681857142857E77.57729428571429,2024-01-28 07:34:30
N28.41639375E77.57712166666667,2024-01-28 07:34:31
N28.4160325E77.57698,2024-01-28 07:34:32
N28.4156925E77.57684666666667,2024-01-28 07:34:33
N28.415323529411765E77.57672852941177,2024-01-28 07:34:34
N28.414953529411765E77.57661352941176,2024-01-28 07:34:35
N28.414607297297298E77.57649783783783,2024-01-28 07:34:36
N28.41423972972973E77.57637378378378,2024-01-28 07:34:37
N28.413878E77.576232,2024-01-28 07:34:38
N28.413519454545455E77.57608054545454,2024-01-28 07:34:39
N28.413182E77.575938,2024-01-28 07:34:40
N28.4128276E77.57578,2024-01-28 07:34:41
N28.4125012E77.57562,2024-01-28 07:34:42
N28.41214705882353E77.57543117647059,2024-01-28 07:34:43
N28.41182E77.57524,2024-01-28 07:34:44
N28.411485555555554E77.5750288888889,2024-01-28 07:34:45
N28.41116606060606E77.57482424242424,2024-01-28 07:34:46
N28.41085181818182E77.57458727272727,2024-01-28 07:34:47
N28.410536521739132E77.57434826086957,2024-01-28 07:34:48
N28.410218695652173E77.57410434782608,2024-01-28 07:34:49
N28.40993E77.57386199999999,2024-01-28 07:34:50
N28.409624E77.5736036,2024-01-28 07:34:51
N28.409336000000003E77.5733604,2024-01-28 07:34:52
N28.409036874999998E77.573115,2024-01-28 07:34:53
N28.408746875E77.572875,2024-01-28 07:34:54
N28.408456875E77.572635,2024-01-28 07:34:55
N28.408166666666666E77.57238833333334,2024-01-28 07:34:56
N28.407891666666668E77.57215708333334,2024-01-28 07:34:57
N28.407621739130434E77.57192347826087,2024-01-28 07:34:58
N28.407323333333334E77.57166,2024-01-28 07:34:59
N28.407020000000003E77.5714,2024-01-28 07:35:00
N28.40673076923077E77.57115499999999,2024-01-28 07:35:01
N28.40641692307692E77.5709,2024-01-28 07:35:02
N28.406128717948718E77.5706582051282,2024-01-28 07:35:03
N28.40582358974359E77.57040102564102,2024-01-28 07:35:04
N28.40552E77.57015200000001,2024-01-28 07:35:05
N28.40521E77.569885,2024-01-28 07:35:06
N28.404921875E77.56963437499999,2024-01-28 07:35:07
N28.40461375E77.56937,2024-01-28 07:35:08
N28.40432388888889E77.56913,2024-01-28 07:35:09
N28.404016944444443E77.56887499999999,2024-01-28 07:35:10
N28.40371E77.56862,2024-01-28 07:35:11
N28.403403055555557E77.568365,2024-01-28 07:35:12
N28.40311416666667E77.568125,2024-01-28 07:35:13
N28.402809166666664E77.56787,2024-01-28 07:35:14
N28.402503749999997E77.56761374999999,2024-01-28 07:35:15
N28.402215178571428E77.56737089285714,2024-01-28 07:35:16
N28.40190857142857E77.56711285714285,2024-01-28 07:35:17
N28.401601830985918E77.56685464788733,2024-01-28 07:35:18
N28.401311126760564E77.5666090140845,2024-01-28 07:35:19
N28.401038591549298E77.56637873239437,2024-01-28 07:35:20
N28.400784225352112E77.5661638028169,2024-01-28 07:35:21
N28.400511690140846E77.56593352112677,2024-01-28 07:35:22
N28.40025875E77.56571875,2024-01-28 07:35:23
N28.3999559375E77.5654584375,2024-01-28 07:35:24
N28.399670714285715E77.56521321428572,2024-01-28 07:35:25
N28.399367142857145E77.56495214285715,2024-01-28 07:35:26
N28.39906357142857E77.56469107142857,2024-01-28 07:35:27
N28.39876E77.56443,2024-01-28 07:35:28
N28.398473333333335E77.56418333333333,2024-01-28 07:35:29
N28.398164210526318E77.56391789473685,2024-01-28 07:35:30
N28.397875789473684E77.56366210526316,2024-01-28 07:35:31
N28.397594285714284E77.56339857142856,2024-01-28 07:35:32
N28.397298888888887E77.56313,2024-01-28 07:35:33
N28.39700925925926E77.56284666666667,2024-01-28 07:35:34
N28.3967325E77.562578125,2024-01-28 07:35:35
N28.396438571428572E77.56229333333333,2024-01-28 07:35:36
N28.396164285714285E77.56202666666667,2024-01-28 07:35:37
N28.39587285714286E77.56174333333333,2024-01-28 07:35:38
N28.39559857142857E77.56147666666666,2024-01-28 07:35:39
N28.39530840909091E77.56119727272727,2024-01-28 07:35:40
N28.395018636363638E77.56091909090908,2024-01-28 07:35:41
N28.394745862068966E77.56065689655172,2024-01-28 07:35:42
N28.39445568965517E77.56037551724138,2024-01-28 07:35:43
N28.394182586206895E77.56011068965518,2024-01-28 07:35:44
N28.393892413793104E77.55982931034482,2024-01-28 07:35:45
N28.3936325E77.55958,2024-01-28 07:35:46
N28.393405E77.55936333333334,2024-01-28 07:35:47
N28.393153333333334E77.55911166666667,2024-01-28 07:35:48
N28.39292E77.55887249999999,2024-01-28 07:35:49
N28.392636000000003E77.55858599999999,2024-01-28 07:35:50
N28.392361764705882E77.55828529411765,2024-01-28 07:35:51
N28.39209176470588E77.55798529411766,2024-01-28 07:35:52
N28.39184385964912E77.55769210526316,2024-01-28 07:35:53
N28.39158140350877E77.55737894736842,2024-01-28 07:35:54
N28.39131894736842E77.55706578947368,2024-01-28 07:35:55
N28.391084285714285E77.55675714285714,2024-01-28 07:35:56
N28.390851836734694E77.55641020408163,2024-01-28 07:35:57
N28.390633061224488E77.55608367346939,2024-01-28 07:35:58
N28.39039777777778E77.55571888888889,2024-01-28 07:35:59
N28.3901888E77.5553584,2024-01-28 07:36:00
N28.3899984E77.5549912,2024-01-28 07:36:01
N28.38980857142857E77.55464761904761,2024-01-28 07:36:02
N28.389614285714284E77.55426714285714,2024-01-28 07:36:03
N28.38942625E77.553885,2024-01-28 07:36:04
N28.38925E77.5535025,2024-01-28 07:36:05
N28.389085625E77.55314249999999,2024-01-28 07:36:06
N28.388905E77.55275999999999,2024-01-28 07:36:07
N28.388735E77.5524,2024-01-28 07:36:08
N28.388554375000002E77.5520175,2024-01-28 07:36:09
N28.38837696969697E77.55163575757577,2024-01-28 07:36:10
N28.38820181818182E77.55125454545454,2024-01-28 07:36:11
N28.388056E77.55094199999999,2024-01-28 07:36:12
N28.387898500000002E77.55060825,2024-01-28 07:36:13
N28.3877515E77.55029675,2024-01-28 07:36:14
N28.387593207547173E77.54996056603774,2024-01-28 07:36:15
N28.387413584905662E77.54957886792452,2024-01-28 07:36:16
N28.38724452830189E77.54921962264152,2024-01-28 07:36:17
N28.387070588235296E77.54885647058823,2024-01-28 07:36:18
N28.38688366666667E77.54849833333333,2024-01-28 07:36:19
N28.386674000000003E77.54813,2024-01-28 07:36:20
N28.386485652173914E77.54777739130435,2024-01-28 07:36:21
N28.386278695652177E77.5474152173913,2024-01-28 07:36:22
N28.38608391304348E77.54707434782608,2024-01-28 07:36:23
N28.38586709090909E77.54671781818182,2024-01-28 07:36:24
N28.385646E77.546392,2024-01-28 07:36:25
N28.38541109090909E77.54604581818182,2024-01-28 07:36:26
N28.385174237288137E77.54570186440678,2024-01-28 07:36:27
N28.384922033898306E77.54541169491526,2024-01-28 07:36:28
N28.384669830508475E77.54512152542374,2024-01-28 07:36:29
N28.38440186440678E77.54481322033898,2024-01-28 07:36:30
N28.38412909090909E77.54451181818182,2024-01-28 07:36:31
N28.38385090909091E77.54421818181818,2024-01-28 07:36:32
N28.38358909090909E77.54394181818182,2024-01-28 07:36:33
N28.38331090909091E77.54364818181818,2024-01-28 07:36:34
N28.38302390625E77.54336375,2024-01-28 07:36:35
N28.38274640625E77.54310375,2024-01-28 07:36:36
N28.3824515625E77.5428275,2024-01-28 07:36:37
N28.382139374999998E77.542535,2024-01-28 07:36:38
N28.381811E77.54226933333334,2024-01-28 07:36:39
N28.381478E77.54201133333333,2024-01-28 07:36:40
N28.3811635E77.54176766666667,2024-01-28 07:36:41
N28.380868333333336E77.54153222222223,2024-01-28 07:36:42
N28.3805755E77.541284,2024-01-28 07:36:43
N28.380266666666667E77.54102333333333,2024-01-28 07:36:44
N28.379976E77.540778,2024-01-28 07:36:45
N28.37968533333333E77.54053266666666,2024-01-28 07:36:46
N28.379372E77.540284,2024-01-28 07:36:47
N28.37908048192771E77.54004819277108,2024-01-28 07:36:48
N28.37877530120482E77.53979012048192,2024-01-28 07:36:49
N28.37848807228916E77.53954722891567,2024-01-28 07:36:50
N28.378182891566265E77.53928915662651,2024-01-28 07:36:51
N28.377877710843375E77.53903108433735,2024-01-28 07:36:52
N28.377585E77.53879,2024-01-28 07:36:53
N28.37727888888889E77.53854222222222,2024-01-28 07:36:54
N28.376966666666668E77.53829666666667,2024-01-28 07:36:55
N28.37668222222222E77.53805555555556,2024-01-28 07:36:56
N28.37638E77.53781,2024-01-28 07:36:57
N28.376067499999998E77.537565,2024-01-28 07:36:58
N28.375765555555557E77.53731111111111,2024-01-28 07:36:59
N28.375463333333332E77.53706333333334,2024-01-28 07:37:00
N28.37516111111111E77.53681222222222,2024-01-28 07:37:01
N28.374856666666666E77.53656666666667,2024-01-28 07:37:02
N28.37454386363636E77.53631840909091,2024-01-28 07:37:03
N28.374249318181818E77.53608204545455,2024-01-28 07:37:04
N28.37393727272727E77.53583181818182,2024-01-28 07:37:05
N28.373635E77.53558749999999,2024-01-28 07:37:06
N28.373313333333336E77.535335,2024-01-28 07:37:07
N28.373012E77.535096,2024-01-28 07:37:08
N28.372718181818183E77.53484151515151,2024-01-28 07:37:09
N28.37240909090909E77.53458909090908,2024-01-28 07:37:10
N28.3721109375E77.5343246875,2024-01-28 07:37:11
N28.37181875E77.53405375,2024-01-28 07:37:12
N28.371530869565216E77.53380739130435,2024-01-28 07:37:13
N28.3712208E77.53355,2024-01-28 07:37:14
N28.3709114E77.533295,2024-01-28 07:37:15
N28.3706202E77.53305499999999,2024-01-28 07:37:16
N28.37031163265306E77.5328,2024-01-28 07:37:17
N28.370004591836732E77.532545,2024-01-28 07:37:18
N28.36969755102041E77.53228999999999,2024-01-28 07:37:19
N28.369408571428572E77.53205,2024-01-28 07:37:20
N28.369101530612244E77.531795,2024-01-28 07:37:21
N28.368794489795917E77.53153999999999,2024-01-28 07:37:22
N28.36848909090909E77.53128636363635,2024-01-28 07:37:23
N28.368185151515153E77.53103393939394,2024-01-28 07:37:24
N28.367908E77.53080999999999,2024-01-28 07:37:25
N28.367586E77.530566,2024-01-28 07:37:26
N28.36729125E77.530335,2024-01-28 07:37:27
N28.366976E77.53009,2024-01-28 07:37:28
N28.366662162162164E77.5298518918919,2024-01-28 07:37:29
N28.36635945945946E77.52962702702703,2024-01-28 07:37:30
N28.36603783783784E77.52938810810811,2024-01-28 07:37:31
N28.365735135135136E77.52916324324325,2024-01-28 07:37:32
N28.365413513513516E77.52892432432432,2024-01-28 07:37:33
N28.365111111111112E77.5287,2024-01-28 07:37:34
N28.364790000000003E77.528462,2024-01-28 07:37:35
N28.36448777777778E77.528238,2024-01-28 07:37:36
N28.36416666666667E77.528,2024-01-28 07:37:37
N28.363845555555557E77.527762,2024-01-28 07:37:38
N28.36352888888889E77.52752666666667,2024-01-28 07:37:39
N28.363223157894737E77.52731052631579,2024-01-28 07:37:40
N28.362901666666666E77.527085,2024-01-28 07:37:41
N28.362603333333336E77.52685666666666,2024-01-28 07:37:42
N28.362285E77.52661,2024-01-28 07:37:43
N28.36196375E77.52636875,2024-01-28 07:37:44
N28.361663749999998E77.52614875,2024-01-28 07:37:45
N28.361337692307693E77.52591384615384,2024-01-28 07:37:46
N28.361042413793104E77.52568620689655,2024-01-28 07:37:47
N28.36073105263158E77.52544631578947,2024-01-28 07:37:48
N28.36042789473684E77.52522736842106,2024-01-28 07:37:49
N28.360105789473682E77.5249947368421,2024-01-28 07:37:50
N28.359787931034482E77.52476068965517,2024-01-28 07:37:51
N28.35949E77.52454,2024-01-28 07:37:52
N28.359175714285715E77.52430857142858,2024-01-28 07:37:53
N28.358867500000002E77.524085,2024-01-28 07:37:54
N28.35854E77.52385,2024-01-28 07:37:55
N28.358150000000002E77.52355857142857,2024-01-28 07:37:56
N28.357855E77.5233375,2024-01-28 07:37:57
N28.35753E77.5231,2024-01-28 07:37:58
N28.35722E77.52287,2024-01-28 07:37:59
N28.356895454545455E77.52263909090908,2024-01-28 07:38:00
N28.35659E77.522418,2024-01-28 07:38:01
N28.356281199999998E77.522194,2024-01-28 07:38:02
N28.355957118644067E77.52195762711865,2024-01-28 07:38:03
N28.355637288135593E77.52172423728814,2024-01-28 07:38:04
N28.355317457627116E77.52149084745763,2024-01-28 07:38:05
N28.355016440677964E77.52127118644069,2024-01-28 07:38:06
N28.354698260869565E77.5210352173913,2024-01-28 07:38:07
N28.35438E77.5208,2024-01-28 07:38:08
N28.354064285714283E77.52057333333333,2024-01-28 07:38:09
N28.353765000000003E77.52034499999999,2024-01-28 07:38:10
N28.35344625E77.52011125,2024-01-28 07:38:11
N28.353130909090908E77.51987818181819,2024-01-28 07:38:12
N28.352833152173915E77.51965815217392,2024-01-28 07:38:13
N28.35251347826087E77.51942347826088,2024-01-28 07:38:14
N28.352193804347827E77.51918880434783,2024-01-28 07:38:15
N28.351892934782608E77.51896793478261,2024-01-28 07:38:16
N28.351573260869568E77.51873326086957,2024-01-28 07:38:17
N28.35125375E77.51849875,2024-01-28 07:38:18
N28.350935E77.518265,2024-01-28 07:38:19
N28.35063E77.51804,2024-01-28 07:38:20
N28.35032043478261E77.51781304347826,2024-01-28 07:38:21
N28.349995E77.5175775,2024-01-28 07:38:22
N28.349688333333333E77.5173575,2024-01-28 07:38:23
N28.349368396226417E77.51712198113208,2024-01-28 07:38:24
N28.34904924528302E77.5168862264151,2024-01-28 07:38:25
N28.348730094339622E77.51665047169811,2024-01-28 07:38:26
N28.348429716981133E77.51642858490567,2024-01-28 07:38:27
N28.348110566037736E77.51619283018869,2024-01-28 07:38:28
N28.347810188679247E77.51597094339623,2024-01-28 07:38:29
N28.347490285714287E77.51573657142858,2024-01-28 07:38:30
N28.34718857142857E77.51551714285714,2024-01-28 07:38:31
N28.346867500000002E77.515275,2024-01-28 07:38:32
N28.346543333333333E77.51505333333333,2024-01-28 07:38:33
N28.346221679389313E77.51482221374046,2024-01-28 07:38:34
N28.34592244274809E77.51459503816794,2024-01-28 07:38:35
N28.345604503816794E77.51435366412214,2024-01-28 07:38:36
N28.345305267175572E77.51412648854962,2024-01-28 07:38:37
N28.344987328244276E77.51388511450382,2024-01-28 07:38:38
N28.344688091603054E77.5136579389313,2024-01-28 07:38:39
N28.344370152671754E77.5134165648855,2024-01-28 07:38:40
N28.344070916030535E77.51318938931298,2024-01-28 07:38:41
N28.343748333333334E77.51294833333333,2024-01-28 07:38:42
N28.343525384615386E77.51278153846154,2024-01-28 07:38:43
N28.343295625E77.51261625,2024-01-28 07:38:44
N28.343049999999998E77.51244,2024-01-28 07:38:45
N28.34273157894737E77.5122152631579,2024-01-28 07:38:46
N28.342409E77.5119885,2024-01-28 07:38:47
N28.34210227272727E77.51177636363637,2024-01-28 07:38:48
N28.34177E77.51156,2024-01-28 07:38:49
N28.341456153846153E77.51135692307692,2024-01-28 07:38:50
N28.341142499999997E77.511155,2024-01-28 07:38:51
N28.340809583333332E77.5109425,2024-01-28 07:38:52
N28.34047E77.51073307692307,2024-01-28 07:38:53
N28.340151621621622E77.51053864864865,2024-01-28 07:38:54
N28.339816216216217E77.5103364864865,2024-01-28 07:38:55
N28.339479166666667E77.51013666666667,2024-01-28 07:38:56
N28.339154722222222E77.50995888888889,2024-01-28 07:38:57
N28.33881E77.50977,2024-01-28 07:38:58
N28.33847E77.50957166666666,2024-01-28 07:38:59
N28.33814166666667E77.50940999999999,2024-01-28 07:39:00
N28.3378E77.50922526315789,2024-01-28 07:39:01
N28.337455471698114E77.50904547169812,2024-01-28 07:39:02
N28.337129433962264E77.50887943396226,2024-01-28 07:39:03
N28.336783018867926E77.50870301886792,2024-01-28 07:39:04
N28.336434E77.508533,2024-01-28 07:39:05
N28.336082666666666E77.50836866666667,2024-01-28 07:39:06
N28.33573133333333E77.508213,2024-01-28 07:39:07
N28.33538E77.50806,2024-01-28 07:39:08
N28.335023333333332E77.50790333333333,2024-01-28 07:39:09
N28.334792549019607E77.5078019607843,2024-01-28 07:39:10
N28.334519803921566E77.50768215686274,2024-01-28 07:39:11
N28.334163913043476E77.50752913043478,2024-01-28 07:39:12
N28.33380896551724E77.50738137931035,2024-01-28 07:39:13
N28.333472413793103E77.50724344827587,2024-01-28 07:39:14
N28.333112424242426E77.50710212121213,2024-01-28 07:39:15
N28.332746666666665E77.50697333333333,2024-01-28 07:39:16
N28.33237909090909E77.50684363636364,2024-01-28 07:39:17
N28.33203E77.50672,2024-01-28 07:39:18
N28.33168142857143E77.5066,2024-01-28 07:39:19
N28.33131285714286E77.50647428571429,2024-01-28 07:39:20
N28.330967931034483E77.50637137931035,2024-01-28 07:39:21
N28.330598620689656E77.50627758620689,2024-01-28 07:39:22
N28.330237E77.506174,2024-01-28 07:39:23
N28.329858965517243E77.5060675862069,2024-01-28 07:39:24
N28.329516896551723E77.5059627586207,2024-01-28 07:39:25
N28.3291484E77.505858,2024-01-28 07:39:26
N28.3287996E77.505762,2024-01-28 07:39:27
N28.328429E77.50565999999999,2024-01-28 07:39:28
N28.328056E77.505558,2024-01-28 07:39:29
N28.327704E77.505462,2024-01-28 07:39:30
N28.327330000000003E77.50536,2024-01-28 07:39:31
N28.32697803030303E77.50526378787879,2024-01-28 07:39:32
N28.326604545454547E77.50515818181817,2024-01-28 07:39:33
N28.326253030303032E77.50505878787878,2024-01-28 07:39:34
N28.325967424242425E77.50497803030302,2024-01-28 07:39:35
N28.325681818181817E77.50489727272726,2024-01-28 07:39:36
N28.325334848484847E77.50479636363636,2024-01-28 07:39:37
N28.324990606060606E77.50469454545454,2024-01-28 07:39:38
N28.324624999999997E77.50457499999999,2024-01-28 07:39:39
N28.32425962962963E77.50444814814814,2024-01-28 07:39:40
N28.323915925925927E77.50432962962962,2024-01-28 07:39:41
N28.323552666666668E77.504183,2024-01-28 07:39:42
N28.32319E77.50403,2024-01-28 07:39:43
N28.32285E77.50389,2024-01-28 07:39:44
N28.322515454545453E77.50372515151516,2024-01-28 07:39:45
N28.32216E77.50355,2024-01-28 07:39:46
N28.32183238095238E77.50339,2024-01-28 07:39:47
N28.321484545454545E77.50320363636364,2024-01-28 07:39:48
N28.321163000000002E77.503015,2024-01-28 07:39:49
N28.320831199999997E77.50280520000001,2024-01-28 07:39:50
N28.320498E77.502608,2024-01-28 07:39:51
N28.320165454545457E77.50239181818182,2024-01-28 07:39:52
N28.319850000000002E77.50218333333333,2024-01-28 07:39:53
N28.3195175E77.5019725,2024-01-28 07:39:54
N28.31920548387097E77.50174741935484,2024-01-28 07:39:55
N28.31890612903226E77.5015306451613,2024-01-28 07:39:56
N28.31859E77.50128,2024-01-28 07:39:57
N28.318278333333332E77.50101933333333,2024-01-28 07:39:58
N28.317986E77.500772,2024-01-28 07:39:59
N28.317716923076922E77.50053038461539,2024-01-28 07:40:00
N28.31746923076923E77.50029884615385,2024-01-28 07:40:01
N28.317186153846155E77.50003153846154,2024-01-28 07:40:02
N28.316914375E77.499758125,2024-01-28 07:40:03
N28.3166328125E77.4994659375,2024-01-28 07:40:04
N28.31635551724138E77.49916896551724,2024-01-28 07:40:05
N28.31609620689655E77.49888758620689,2024-01-28 07:40:06
N28.31580947368421E77.49858315789474,2024-01-28 07:40:07
N28.31555E77.49827,2024-01-28 07:40:08
N28.31531E77.49797000000001,2024-01-28 07:40:09
N28.315066363636365E77.49766000000001,2024-01-28 07:40:10
N28.314825000000003E77.49734000000001,2024-01-28 07:40:11
N28.31458565217391E77.497,2024-01-28 07:40:12
N28.314341739130434E77.49666,2024-01-28 07:40:13
N28.314123333333335E77.49633476190476,2024-01-28 07:40:14
N28.313906666666668E77.49600666666666,2024-01-28 07:40:15
N28.313675714285715E77.49565285714286,2024-01-28 07:40:16
N28.31347E77.49531,2024-01-28 07:40:17
N28.313262758620688E77.49494620689656,2024-01-28 07:40:18
N28.313075172413793E77.49460413793103,2024-01-28 07:40:19
N28.31307E77.454965,2024-01-28 07:40:20
N28.313065625E77.45455625,2024-01-28 07:40:21
N28.31305625E77.45537499999999,2024-01-28 07:40:22
N28.313054074074074E77.45411555555556,2024-01-28 07:40:23
N28.313042222222222E77.45370666666668,2024-01-28 07:40:24
N28.313035E77.4558,2024-01-28 07:40:25
N28.313017272727272E77.45328636363637,2024-01-28 07:40:26
N28.31300176470588E77.4562105882353,2024-01-28 07:40:27
N28.312993846153844E77.45285923076923,2024-01-28 07:40:28
N28.312968823529413E77.45664352941176,2024-01-28 07:40:29
N28.31296512820513E77.45244897435897,2024-01-28 07:40:30
N28.312931428571428E77.452015,2024-01-28 07:40:31
N28.312928421052632E77.45706684210526,2024-01-28 07:40:32
N28.312887272727274E77.49422818181819,2024-01-28 07:40:33
N28.31288214285714E77.45161142857143,2024-01-28 07:40:34
N28.31287E77.45749,2024-01-28 07:40:35
N28.312815E77.45118,2024-01-28 07:40:36
N28.312796000000002E77.457904,2024-01-28 07:40:37
N28.312745E77.45078000000001,2024-01-28 07:40:38
N28.312723333333334E77.4583,2024-01-28 07:40:39
N28.312697142857143E77.49385714285714,2024-01-28 07:40:40
N28.312677272727274E77.45042727272727,2024-01-28 07:40:41
N28.312646E77.458726,2024-01-28 07:40:42
N28.312599090909092E77.45009636363636,2024-01-28 07:40:43
N28.312575000000002E77.459142,2024-01-28 07:40:44
N28.3125272E77.4497428,2024-01-28 07:40:45
N28.31251E77.49349166666667,2024-01-28 07:40:46
N28.312503125000003E77.459545,2024-01-28 07:40:47
N28.312442E77.449316,2024-01-28 07:40:48
N28.312428750000002E77.45997,2024-01-28 07:40:49
N28.312354375E77.460395,2024-01-28 07:40:50
N28.31234052631579E77.44892315789474,2024-01-28 07:40:51
N28.312334E77.49310799999999,2024-01-28 07:40:52
N28.312284375E77.460795,2024-01-28 07:40:53
N28.312216000000003E77.4612296,2024-01-28 07:40:54
